Feature,Midle,Turned,Value
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys,keys,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_ctlog,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_ctlog,ctlog,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_ctlog_ignoreSCT,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_ctlog_ignoreSCT,ignoreSCT,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_ctlog_pubkey,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_ctlog_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_ctlog_tsaCertChain,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_ctlog_tsaCertChain,tsaCertChain,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_kms,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_kms,kms,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_publicKeys,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_publicKeys,publicKeys,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_rekor,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_rekor,rekor,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_rekor_ignoreTlog,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_rekor_ignoreTlog,ignoreTlog,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_rekor_pubkey,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_rekor_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_rekor_url,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_rekor_url,url,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_secret,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_secret,secret,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_secret_name,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_secret_name,name,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_secret_namespace,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_secret_namespace,namespace,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_signatureAlgorithm,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_keys_signatureAlgorithm,signatureAlgorithm,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_repository,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_repository,repository,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_signatureAlgorithm,ClusterPolicy_status_autogen_rules_validate_manifests_attestors_entries_signatureAlgorithm,signatureAlgorithm,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_dryRun,ClusterPolicy_status_autogen_rules_validate_manifests_dryRun,dryRun,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_dryRun_enable,ClusterPolicy_status_autogen_rules_validate_manifests_dryRun_enable,enable,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_dryRun_namespace,ClusterPolicy_status_autogen_rules_validate_manifests_dryRun_namespace,namespace,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields,ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields,ignoreFields,-
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields_fields,ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields_fields,fields,-
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields_fields_StringValue,ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields_fields_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields_objects,ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields_objects,objects,-
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields_objects_group,ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields_objects_group,group,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields_objects_kind,ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields_objects_kind,kind,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields_objects_name,ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields_objects_name,name,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields_objects_namespace,ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields_objects_namespace,namespace,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields_objects_version,ClusterPolicy_status_autogen_rules_validate_manifests_ignoreFields_objects_version,version,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_manifests_repository,ClusterPolicy_status_autogen_rules_validate_manifests_repository,repository,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_message,ClusterPolicy_status_autogen_rules_validate_message,message,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_pattern,ClusterPolicy_status_autogen_rules_validate_pattern,pattern,preserveUnknownFields
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity,ClusterPolicy_status_autogen_rules_validate_podSecurity,podSecurity,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude,exclude,-
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName,controlName,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_HostProcess,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_HostProcess,HostProcess,HostProcess
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Host_Namespaces,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Host_Namespaces,Namespaces,Namespaces
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Privileged_Containers,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Privileged_Containers,Containers,Containers
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Capabilities,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Capabilities,Capabilities,Capabilities
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_HostPath_Volumes,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_HostPath_Volumes,Volumes,Volumes
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Host_Ports,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Host_Ports,Ports,Ports
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_AppArmor,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_AppArmor,AppArmor,AppArmor
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_SELinux,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_SELinux,SELinux,SELinux
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_proc_Mount_Type,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_proc_Mount_Type,Type,Type
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Seccomp,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Seccomp,Seccomp,Seccomp
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Sysctls,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Sysctls,Sysctls,Sysctls
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Volume_Types,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Volume_Types,Types,Types
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Privilege_Escalation,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Privilege_Escalation,Escalation,Escalation
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Running_as_Non_root,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Running_as_Non_root,root,root
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Running_as_Non_root_user,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_controlName_Running_as_Non_root_user,user,user
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_images,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_images,images,-
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_images_StringValue,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_images_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_restrictedField,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_restrictedField,restrictedField,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_values,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_values,values,-
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_values_StringValue,ClusterPolicy_status_autogen_rules_validate_podSecurity_exclude_values_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_level,ClusterPolicy_status_autogen_rules_validate_podSecurity_level,level,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_level_privileged,ClusterPolicy_status_autogen_rules_validate_podSecurity_level_privileged,privileged,privileged
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_level_baseline,ClusterPolicy_status_autogen_rules_validate_podSecurity_level_baseline,baseline,baseline
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_level_restricted,ClusterPolicy_status_autogen_rules_validate_podSecurity_level_restricted,restricted,restricted
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_version,ClusterPolicy_status_autogen_rules_validate_podSecurity_version,version,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_19,ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_19,19,19
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_20,ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_20,20,20
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_21,ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_21,21,21
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_22,ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_22,22,22
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_23,ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_23,23,23
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_24,ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_24,24,24
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_25,ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_25,25,25
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_26,ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_26,26,26
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_27,ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_27,27,27
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_28,ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_28,28,28
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_29,ClusterPolicy_status_autogen_rules_validate_podSecurity_version_v1_29,29,29
kyverno_io_v1_ClusterPolicy_status_autogen_rules_validate_podSecurity_version_latest,ClusterPolicy_status_autogen_rules_validate_podSecurity_version_latest,latest,latest
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages,ClusterPolicy_status_autogen_rules_verifyImages,verifyImages,-
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_additionalExtensions,ClusterPolicy_status_autogen_rules_verifyImages_additionalExtensions,additionalExtensions,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_annotations,ClusterPolicy_status_autogen_rules_verifyImages_annotations,annotations,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations,ClusterPolicy_status_autogen_rules_verifyImages_attestations,attestations,-
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors,attestors,-
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_count,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_count,count,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries,entries,-
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_annotations,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_annotations,annotations,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_attestor,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_attestor,attestor,preserveUnknownFields
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates,certificates,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_cert,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_cert,cert,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_certChain,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_certChain,certChain,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_ctlog,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_ctlog,ctlog,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_ctlog_ignoreSCT,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_ctlog_ignoreSCT,ignoreSCT,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_ctlog_pubkey,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_ctlog_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_ctlog_tsaCertChain,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_ctlog_tsaCertChain,tsaCertChain,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_rekor,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_rekor,rekor,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_rekor_ignoreTlog,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_rekor_ignoreTlog,ignoreTlog,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_rekor_pubkey,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_rekor_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_rekor_url,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_certificates_rekor_url,url,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless,keyless,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_additionalExtensions,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_additionalExtensions,additionalExtensions,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_ctlog,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_ctlog,ctlog,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_ctlog_ignoreSCT,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_ctlog_ignoreSCT,ignoreSCT,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_ctlog_pubkey,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_ctlog_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_ctlog_tsaCertChain,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_ctlog_tsaCertChain,tsaCertChain,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_issuer,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_issuer,issuer,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_issuerRegExp,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_issuerRegExp,issuerRegExp,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_rekor,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_rekor,rekor,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_rekor_ignoreTlog,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_rekor_ignoreTlog,ignoreTlog,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_rekor_pubkey,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_rekor_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_rekor_url,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_rekor_url,url,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_roots,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_roots,roots,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_subject,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_subject,subject,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_subjectRegExp,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keyless_subjectRegExp,subjectRegExp,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys,keys,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_ctlog,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_ctlog,ctlog,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_ctlog_ignoreSCT,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_ctlog_ignoreSCT,ignoreSCT,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_ctlog_pubkey,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_ctlog_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_ctlog_tsaCertChain,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_ctlog_tsaCertChain,tsaCertChain,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_kms,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_kms,kms,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_publicKeys,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_publicKeys,publicKeys,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_rekor,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_rekor,rekor,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_rekor_ignoreTlog,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_rekor_ignoreTlog,ignoreTlog,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_rekor_pubkey,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_rekor_pubkey,pubkey,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_rekor_url,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_rekor_url,url,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_secret,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_secret,secret,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_secret_name,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_secret_name,name,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_secret_namespace,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_secret_namespace,namespace,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_signatureAlgorithm,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_keys_signatureAlgorithm,signatureAlgorithm,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_repository,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_repository,repository,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_signatureAlgorithm,ClusterPolicy_status_autogen_rules_verifyImages_attestations_attestors_entries_signatureAlgorithm,signatureAlgorithm,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions,conditions,-
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all,all,-
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_key,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_key,key,preserveUnknownFields
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_message,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_message,message,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator,operator,
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_Equals,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_Equals,Equals,Equals
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_NotEquals,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_NotEquals,NotEquals,NotEquals
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_In,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_In,In,In
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_AnyIn,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_AnyIn,AnyIn,AnyIn
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_AllIn,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_AllIn,AllIn,AllIn
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_NotIn,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_NotIn,NotIn,NotIn
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_AnyNotIn,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_AnyNotIn,AnyNotIn,AnyNotIn
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_AllNotIn,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_AllNotIn,AllNotIn,AllNotIn
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_GreaterThanOrEquals,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_GreaterThanOrEquals,GreaterThanOrEquals,GreaterThanOrEquals
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_GreaterThan,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_GreaterThan,GreaterThan,GreaterThan
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_LessThanOrEquals,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_LessThanOrEquals,LessThanOrEquals,LessThanOrEquals
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_LessThan,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_LessThan,LessThan,LessThan
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_DurationGreaterThanOrEquals,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_DurationGreaterThanOrEquals,DurationGreaterThanOrEquals,DurationGreaterThanOrEquals
kyverno_io_v1_ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_DurationGreaterThan,ClusterPolicy_status_autogen_rules_verifyImages_attestations_conditions_all_operator_DurationGreaterThan,DurationGreaterThan,DurationGreaterThan
